id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
21867771,43756609,Brooklyn,Bushwick,40.68682,-73.91189,Private room,55,1,2,2,0
21868116,48056617,Manhattan,Harlem,40.82058,-73.95802,Private room,37,15,0,1,0
21868424,6938506,Brooklyn,Prospect Heights,40.67871,-73.9678,Private room,60,1,14,1,0
21868427,24559343,Brooklyn,Greenpoint,40.72133,-73.94903,Entire home/apt,135,2,7,1,2
21868813,120638903,Queens,Astoria,40.76543,-73.92248,Entire home/apt,95,6,2,1,0
21868918,159526448,Brooklyn,Williamsburg,40.72192,-73.95597,Entire home/apt,350,2,16,1,0
21868933,9282079,Manhattan,Gramercy,40.73581,-73.98918,Entire home/apt,245,4,12,1,0
21869051,97243693,Manhattan,Murray Hill,40.74812,-73.97663,Entire home/apt,150,3,57,2,49
21869057,11967922,Brooklyn,Greenpoint,40.72421,-73.95364,Entire home/apt,10,1,93,1,32
21869167,57002433,Manhattan,East Harlem,40.8001,-73.94081,Private room,69,1,77,2,0
21869409,157842225,Manhattan,East Harlem,40.79999,-73.94233,Entire home/apt,250,3,62,1,82
21869546,87814281,Manhattan,Harlem,40.82978,-73.94823,Private room,88,1,3,2,0
21870396,159540426,Manhattan,Hell's Kitchen,40.7676,-73.9855,Private room,200,1,1,1,0
21871576,131993395,Brooklyn,Flatlands,40.62857,-73.94071,Entire home/apt,160,2,53,1,230
21875621,125492013,Queens,Elmhurst,40.7418,-73.8861,Private room,40,5,0,2,0
21876299,158969505,Manhattan,Lower East Side,40.72083,-73.99308,Entire home/apt,150,30,1,9,226
21877219,159587137,Brooklyn,Clinton Hill,40.69087,-73.96639,Entire home/apt,280,3,1,2,343
21877231,22095324,Brooklyn,Bushwick,40.69566,-73.91611,Entire home/apt,65,5,42,1,1
21877426,4010826,Brooklyn,Red Hook,40.67787,-74.00764,Entire home/apt,150,10,2,1,0
21877805,159592932,Brooklyn,East New York,40.66769,-73.88421,Entire home/apt,159,4,50,1,89
21878080,120762452,Manhattan,Murray Hill,40.74998,-73.97543,Entire home/apt,150,30,3,50,365
21878449,2946041,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95362,Entire home/apt,195,3,0,1,0
21879516,5945683,Manhattan,Upper East Side,40.76384,-73.96355,Entire home/apt,200,4,3,1,3
21879760,1377201,Brooklyn,Vinegar Hill,40.70152,-73.98407,Entire home/apt,100,30,2,1,31
21880038,159610596,Manhattan,Financial District,40.70458,-74.00755,Entire home/apt,425,1,127,6,253
21880580,29478455,Brooklyn,Clinton Hill,40.69049,-73.96842,Entire home/apt,115,3,4,1,2
21881602,83422323,Manhattan,Upper West Side,40.79454,-73.97541,Private room,50,1,14,1,0
21881605,159623005,Manhattan,Hell's Kitchen,40.75597,-73.99494,Entire home/apt,412,30,0,1,0
21881709,7344277,Manhattan,Midtown,40.75249,-73.97384,Private room,93,3,1,1,0
21881810,3212890,Manhattan,Midtown,40.76733,-73.98074,Entire home/apt,160,3,52,1,27
21882745,22225590,Manhattan,East Village,40.73245,-73.98848,Entire home/apt,210,4,4,1,0
21883309,158444643,Manhattan,Hell's Kitchen,40.75453,-73.99526,Entire home/apt,250,3,57,1,0
21883986,158710682,Manhattan,Midtown,40.75298,-73.96912,Private room,90,1,0,3,221
21883990,159610596,Manhattan,Financial District,40.7059,-74.00604,Private room,225,1,42,6,290
21884025,61175161,Queens,Astoria,40.76885,-73.90752,Private room,40,3,1,1,0
21884206,159610596,Manhattan,Financial District,40.70426,-74.00711,Entire home/apt,215,1,152,6,339
21884557,23005139,Brooklyn,Crown Heights,40.67512,-73.96185,Private room,55,3,0,1,0
21884602,158710682,Manhattan,Midtown,40.75346,-73.96872,Private room,90,1,2,3,217
21884758,10979123,Manhattan,Hell's Kitchen,40.7548,-73.9965,Entire home/apt,170,3,26,1,1
21885522,17525654,Brooklyn,Windsor Terrace,40.65537,-73.9819,Entire home/apt,160,5,0,1,0
21885544,2749343,Brooklyn,Bedford-Stuyvesant,40.68541,-73.94692,Entire home/apt,80,5,1,1,0
21885667,11911154,Queens,Ditmars Steinway,40.77129,-73.91712,Private room,35,14,0,1,0
21885677,70055156,Manhattan,Midtown,40.75893,-73.9636,Entire home/apt,200,1,77,1,268
21885860,3105557,Brooklyn,Williamsburg,40.70383,-73.94431,Private room,43,2,6,1,0
21885914,7683267,Brooklyn,Prospect Heights,40.67933,-73.96912,Entire home/apt,100,1,61,1,0
21889698,15049077,Brooklyn,Crown Heights,40.66373,-73.93222,Private room,55,30,1,2,137
21890848,21003445,Brooklyn,Flatbush,40.63531,-73.96546,Private room,55,2,3,1,65
21891406,42954481,Manhattan,East Village,40.72801,-73.98736,Private room,95,1,3,1,0
21891982,2856748,Manhattan,Murray Hill,40.74864,-73.97383,Entire home/apt,350,30,0,49,330
21892073,916377,Brooklyn,Williamsburg,40.70807,-73.95099,Private room,42,7,1,1,0
21892596,157642917,Manhattan,Upper East Side,40.77089,-73.95946,Entire home/apt,125,5,13,1,0
21892706,159735335,Brooklyn,Prospect-Lefferts Gardens,40.66046,-73.96014,Private room,80,1,29,1,0
21892834,61391963,Manhattan,Upper West Side,40.78383,-73.97529,Entire home/apt,133,30,8,91,301
21893129,120762452,Manhattan,Murray Hill,40.75033,-73.97546,Entire home/apt,150,30,2,50,365
21893604,1144452,Manhattan,Chelsea,40.74045,-74.00047,Private room,12,3,8,1,37
21893658,39253607,Brooklyn,Williamsburg,40.71296,-73.93838,Entire home/apt,120,2,1,1,0
21894437,158997467,Brooklyn,Williamsburg,40.70902,-73.95724,Private room,50,2,28,2,0
21894785,37616350,Brooklyn,Park Slope,40.68057,-73.97617,Entire home/apt,250,2,15,1,0
21895071,158191277,Brooklyn,Crown Heights,40.6768,-73.95346,Private room,70,5,12,3,0
21895262,325453,Brooklyn,Crown Heights,40.66715,-73.96084,Private room,80,5,0,1,0
21896267,159757725,Manhattan,East Harlem,40.80296,-73.9369,Private room,40,7,1,1,0
21896537,50072658,Brooklyn,Williamsburg,40.71211,-73.94058,Entire home/apt,79,1,168,1,153
21896552,2092300,Manhattan,Morningside Heights,40.80513,-73.9632,Entire home/apt,120,3,3,1,0
21897759,54907254,Brooklyn,Park Slope,40.67607,-73.97167,Entire home/apt,139,7,1,1,0
21897775,427019,Brooklyn,Williamsburg,40.70591,-73.92916,Private room,66,2,48,2,5
21897845,159769278,Bronx,Pelham Gardens,40.86706,-73.84674,Private room,40,2,17,1,17
21898551,131206517,Brooklyn,Williamsburg,40.69999,-73.95275,Entire home/apt,100,4,4,1,0
21898567,62635426,Brooklyn,Greenpoint,40.72566,-73.94823,Private room,50,3,2,1,0
21898686,46705025,Brooklyn,Boerum Hill,40.68837,-73.98717,Entire home/apt,185,3,18,1,0
21898732,8177511,Manhattan,East Village,40.72648,-73.97904,Private room,55,7,0,1,0
21899241,41865841,Manhattan,Lower East Side,40.71325,-73.99009,Private room,160,2,2,1,0
21899473,60632753,Manhattan,Greenwich Village,40.73616,-73.99614,Private room,80,5,4,1,0
21899575,155812868,Brooklyn,Brighton Beach,40.57962,-73.96535,Entire home/apt,119,1,19,2,135
21899794,72395034,Manhattan,Kips Bay,40.74416,-73.97702,Entire home/apt,125,3,0,1,0
21899939,4089207,Brooklyn,Cypress Hills,40.67842,-73.88768,Entire home/apt,155,3,64,2,287
21900721,159794474,Manhattan,Upper East Side,40.777,-73.95771,Private room,76,1,0,1,0
21901025,1483578,Staten Island,St. George,40.64537,-74.08381,Private room,100,2,77,1,336
21901156,159156636,Manhattan,Hell's Kitchen,40.75656,-73.99063,Private room,120,1,109,3,0
21902630,159811367,Brooklyn,Bedford-Stuyvesant,40.69532,-73.93995,Private room,38,30,4,10,365
21906858,1033792,Brooklyn,Park Slope,40.67835,-73.98209,Entire home/apt,80,5,2,1,0
21907036,33195820,Brooklyn,Bushwick,40.70027,-73.91268,Private room,36,21,0,1,0
21907240,159091490,Brooklyn,Gowanus,40.67848,-73.98386,Private room,119,1,14,17,363
21907615,159091490,Brooklyn,Gowanus,40.67868,-73.98254,Private room,119,1,20,17,354
21907916,4076045,Queens,Astoria,40.76347,-73.90928,Private room,50,2,0,1,0
21907941,159091490,Brooklyn,Gowanus,40.67753,-73.9841,Private room,119,1,11,17,364
21908120,159091490,Brooklyn,Gowanus,40.67873,-73.98236,Private room,119,1,19,17,355
21908184,120762452,Manhattan,Murray Hill,40.75006,-73.97694,Entire home/apt,195,30,1,50,365
21908265,159091490,Brooklyn,Gowanus,40.67733,-73.98407,Private room,119,1,26,17,363
21909291,18462292,Manhattan,Midtown,40.76699,-73.98174,Entire home/apt,200,7,2,1,0
21909717,65493699,Queens,Jackson Heights,40.75731,-73.85785,Entire home/apt,143,2,3,1,0
21913309,159884558,Manhattan,Roosevelt Island,40.76191,-73.94934,Private room,45,25,37,1,149
21913782,133972085,Manhattan,Midtown,40.75732,-73.98142,Entire home/apt,350,3,14,3,89
21913811,147095935,Queens,Woodside,40.74496,-73.89534,Entire home/apt,99,1,118,1,320
21913859,34281260,Manhattan,Stuyvesant Town,40.72734,-73.97203,Private room,65,2,6,1,0
21914314,3440811,Manhattan,Hell's Kitchen,40.76062,-73.99297,Entire home/apt,85,3,28,1,66
21914499,134428157,Brooklyn,Bedford-Stuyvesant,40.68616,-73.94295,Entire home/apt,160,3,32,7,3
21915201,159903889,Manhattan,SoHo,40.72067,-74.00024,Entire home/apt,400,4,42,1,306
21919913,76104209,Manhattan,Upper West Side,40.77055,-73.98615,Entire home/apt,333,30,0,33,330
21920061,45731391,Manhattan,Lower East Side,40.72147,-73.99054,Private room,85,1,4,3,0
21921178,48419413,Manhattan,East Harlem,40.79943,-73.94386,Entire home/apt,89,2,52,1,3
21921608,76104209,Manhattan,Upper West Side,40.76996,-73.98551,Entire home/apt,375,30,0,33,300
21921707,100424005,Brooklyn,Bushwick,40.69386,-73.91897,Private room,39,5,9,1,0
21922035,2598844,Brooklyn,Bedford-Stuyvesant,40.69067,-73.93917,Entire home/apt,50,1,49,1,47
21922071,47326818,Brooklyn,Flatbush,40.65177,-73.96417,Private room,37,2,3,1,0
21922407,4389871,Manhattan,Morningside Heights,40.80853,-73.96352,Entire home/apt,90,4,0,1,0
21922639,9238069,Brooklyn,Greenpoint,40.71911,-73.95045,Entire home/apt,150,2,15,1,1
21923649,8494658,Brooklyn,Greenpoint,40.7264,-73.95613,Entire home/apt,99,2,12,1,64
21923722,6408088,Brooklyn,Greenpoint,40.72508,-73.94698,Entire home/apt,100,1,2,1,0
21923996,39166877,Brooklyn,Windsor Terrace,40.65028,-73.97771,Entire home/apt,165,3,37,1,82
21924203,22378099,Brooklyn,Fort Greene,40.6857,-73.96964,Private room,52,5,0,1,0
21924586,2930303,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95894,Entire home/apt,100,28,2,1,177
21924630,6411632,Brooklyn,Williamsburg,40.71344,-73.95702,Entire home/apt,130,3,2,1,0
21924815,113356258,Manhattan,Upper East Side,40.77752,-73.94726,Private room,100,1,0,1,0
21925948,83004119,Brooklyn,Greenpoint,40.73307,-73.95275,Entire home/apt,120,1,0,1,0
21925970,17250625,Manhattan,East Harlem,40.79757,-73.93851,Private room,50,13,51,1,26
21926117,42135378,Manhattan,Chinatown,40.71601,-73.99171,Entire home/apt,130,4,2,1,0
21926198,10020112,Manhattan,Upper East Side,40.77625,-73.95495,Entire home/apt,250,3,2,1,0
21926279,6999831,Brooklyn,Flatbush,40.64813,-73.9589,Entire home/apt,90,2,8,1,0
21926432,102243363,Brooklyn,Prospect-Lefferts Gardens,40.65543,-73.95674,Entire home/apt,110,1,4,1,0
21926844,35674813,Manhattan,Roosevelt Island,40.7611,-73.95015,Private room,40,7,1,1,0
21926893,159998120,Queens,Astoria,40.76522,-73.92438,Entire home/apt,92,1,0,1,0
21927300,156952896,Queens,East Elmhurst,40.76537,-73.87639,Entire home/apt,100,1,198,2,156
21929935,4514578,Queens,Elmhurst,40.74586,-73.88409,Entire home/apt,45,4,0,1,0
21930306,126247863,Queens,Richmond Hill,40.68932,-73.82047,Private room,35,1,56,2,359
21931508,19739033,Manhattan,Harlem,40.81426,-73.95152,Private room,85,2,75,2,121
21931557,159811367,Brooklyn,Bedford-Stuyvesant,40.69687,-73.94111,Private room,50,30,4,10,365
21931779,147252767,Queens,Astoria,40.76354,-73.91341,Private room,50,1,6,1,0
21931979,159974287,Queens,Flushing,40.76245,-73.8238,Private room,38,5,34,1,353
21932693,43600815,Brooklyn,Williamsburg,40.70572,-73.93823,Private room,65,8,1,2,0
21932977,45697173,Manhattan,East Harlem,40.78744,-73.94319,Entire home/apt,50,10,0,1,0
21933065,160057164,Brooklyn,Crown Heights,40.67685,-73.93141,Private room,75,1,0,1,0
21933372,120284390,Queens,Astoria,40.7723,-73.9281,Private room,100,3,0,1,0
21933635,160066386,Manhattan,Harlem,40.79998,-73.95633,Entire home/apt,250,3,18,1,20
21933777,159091490,Brooklyn,Gowanus,40.67773,-73.98312,Private room,129,1,13,17,361
21933969,159091490,Brooklyn,Gowanus,40.6784,-73.98447,Private room,129,1,32,17,363
21934181,9175058,Brooklyn,Bushwick,40.68782,-73.9189,Private room,41,3,17,1,0
21934202,16855791,Brooklyn,Williamsburg,40.7023,-73.9419,Private room,65,3,47,1,238
21934318,159091490,Brooklyn,Gowanus,40.67704,-73.9846,Private room,129,1,9,17,338
21934465,159091490,Brooklyn,Gowanus,40.67726,-73.9837,Private room,129,1,28,17,362
21934601,41617175,Brooklyn,Gowanus,40.67787,-73.98635,Private room,70,2,1,1,0
21934873,120762452,Manhattan,Murray Hill,40.75008,-73.97752,Entire home/apt,150,30,2,50,364
21935245,6650559,Manhattan,SoHo,40.72735,-74.00131,Private room,89,1,3,1,0
21935339,97862729,Manhattan,Harlem,40.80759,-73.95464,Private room,100,2,1,1,0
21935551,88713943,Manhattan,Hell's Kitchen,40.76042,-73.99032,Entire home/apt,175,4,12,1,107
21935569,43352661,Manhattan,Washington Heights,40.84344,-73.93922,Private room,20,1,21,3,291
21935727,1341264,Brooklyn,Bedford-Stuyvesant,40.69065,-73.95929,Entire home/apt,300,6,1,1,0
21935921,3484920,Manhattan,West Village,40.73811,-74.00348,Entire home/apt,275,2,4,1,51
21936014,33261598,Manhattan,Midtown,40.7436,-73.98573,Shared room,185,1,2,1,0
21936033,156952896,Queens,East Elmhurst,40.76419,-73.87498,Entire home/apt,120,1,118,2,79
21936073,6041929,Manhattan,West Village,40.73253,-74.00859,Entire home/apt,220,4,11,1,189
21936080,14043678,Brooklyn,Bedford-Stuyvesant,40.69507,-73.93354,Private room,50,3,6,1,363
21936288,118807152,Queens,Elmhurst,40.74361,-73.87732,Private room,30,1,15,1,249
21936550,42804325,Manhattan,Roosevelt Island,40.76858,-73.94436,Private room,70,7,1,1,0
21937306,1349340,Brooklyn,Greenpoint,40.72728,-73.95313,Private room,75,7,0,2,0
21937451,21621745,Manhattan,Chelsea,40.74927,-74.00122,Entire home/apt,200,1,7,1,0
21938049,157701235,Brooklyn,Bushwick,40.70039,-73.93009,Private room,60,7,74,3,31
21938508,70562577,Queens,Astoria,40.77118,-73.92548,Entire home/apt,125,3,10,1,64
21939323,12834599,Brooklyn,Borough Park,40.63294,-73.99475,Private room,50,3,2,4,90
21939817,153066091,Queens,Ditmars Steinway,40.77323,-73.91796,Private room,75,2,1,1,89
21942269,49716547,Manhattan,East Village,40.73127,-73.98729,Entire home/apt,150,7,4,1,18
21942371,2546411,Manhattan,Lower East Side,40.71991,-73.98832,Private room,78,10,0,1,0
21942606,160109287,Manhattan,Upper East Side,40.77154,-73.94968,Entire home/apt,200,4,1,1,0
21942984,157788926,Brooklyn,Park Slope,40.67913,-73.97477,Entire home/apt,199,2,45,1,302
21943047,29238030,Brooklyn,Williamsburg,40.71284,-73.94805,Private room,70,2,3,1,0
21943938,18061262,Brooklyn,Clinton Hill,40.68173,-73.96703,Entire home/apt,115,15,7,1,5
21945438,262862,Brooklyn,Williamsburg,40.71822,-73.93996,Entire home/apt,250,3,1,1,0
21945454,11322502,Brooklyn,Bedford-Stuyvesant,40.68885,-73.95296,Entire home/apt,142,2,5,1,0
21945556,62307584,Brooklyn,Bushwick,40.68187,-73.90815,Private room,67,30,3,1,179
21945851,50522860,Manhattan,Inwood,40.86144,-73.92423,Private room,40,1,2,1,0
21945886,160175378,Manhattan,Midtown,40.75184,-73.97198,Entire home/apt,350,3,1,2,0
21946495,160194786,Brooklyn,Williamsburg,40.71515,-73.95231,Entire home/apt,160,2,59,1,81
21946665,55184486,Brooklyn,Bushwick,40.68885,-73.91353,Entire home/apt,149,1,74,2,115
21946776,43011952,Brooklyn,Crown Heights,40.6736,-73.95043,Private room,75,1,0,1,0
21947012,158625100,Queens,Richmond Hill,40.68683,-73.82743,Private room,75,1,25,2,48
21947039,160175378,Manhattan,Midtown,40.75341,-73.97313,Entire home/apt,400,1,1,2,0
21947062,33570672,Manhattan,Theater District,40.75493,-73.98618,Private room,95,2,100,1,18
21947114,40110507,Brooklyn,Bedford-Stuyvesant,40.68691,-73.91798,Entire home/apt,85,4,5,1,0
21947260,72936542,Manhattan,Midtown,40.76119,-73.97005,Shared room,130,1,1,1,0
21947445,34595916,Brooklyn,South Slope,40.66794,-73.98638,Entire home/apt,149,5,55,3,235
21947959,7709326,Brooklyn,Clinton Hill,40.69513,-73.96245,Entire home/apt,90,3,0,1,0
21948222,2300590,Brooklyn,Flatbush,40.64495,-73.9576,Entire home/apt,95,3,2,1,0
21948571,107953084,Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95196,Private room,60,2,48,3,276
21948799,16686426,Queens,Long Island City,40.75982,-73.93138,Private room,65,2,10,1,0
21949305,315606,Brooklyn,Bedford-Stuyvesant,40.68679,-73.9495,Private room,45,30,0,2,95
21949815,116430338,Manhattan,Upper West Side,40.79572,-73.96781,Entire home/apt,105,7,1,1,0
21950012,53829616,Manhattan,Hell's Kitchen,40.75979,-73.98953,Entire home/apt,395,6,1,1,0
21950350,11486122,Brooklyn,Bushwick,40.68949,-73.90575,Private room,50,3,2,1,0
21950927,105389630,Manhattan,Theater District,40.75817,-73.98886,Entire home/apt,190,4,0,1,0
21950963,50414933,Manhattan,Hell's Kitchen,40.76321,-73.98775,Entire home/apt,160,5,5,1,1
21951042,18918881,Queens,Far Rockaway,40.60273,-73.75466,Entire home/apt,51,1,4,1,0
21951077,1620498,Manhattan,Chelsea,40.73858,-73.99651,Entire home/apt,220,7,3,1,0
21951184,59394680,Manhattan,Upper East Side,40.77084,-73.94956,Entire home/apt,130,30,0,1,0
21955216,8801391,Manhattan,Kips Bay,40.74381,-73.97944,Entire home/apt,300,3,0,1,180
21956264,110346058,Queens,Jamaica,40.6741,-73.79775,Private room,45,4,12,1,291
21958076,160300400,Brooklyn,Bay Ridge,40.62848,-74.03077,Private room,79,4,12,2,175
21958889,160306249,Manhattan,Upper West Side,40.78165,-73.9749,Private room,55,2,14,2,0
21959523,7045635,Brooklyn,Crown Heights,40.67177,-73.93947,Private room,45,5,1,1,0
21959695,148100571,Bronx,Soundview,40.82739,-73.88176,Entire home/apt,50,1,0,2,0
21959796,90956690,Manhattan,Murray Hill,40.74661,-73.97698,Entire home/apt,200,4,2,1,0
21960412,160318374,Brooklyn,Bedford-Stuyvesant,40.67871,-73.92678,Entire home/apt,103,30,47,2,105
21960589,159091490,Brooklyn,Gowanus,40.6771,-73.98449,Private room,139,1,6,17,358
21960659,21508828,Bronx,Kingsbridge,40.8739,-73.90364,Private room,69,1,31,2,365
21960720,2916281,Brooklyn,Williamsburg,40.71353,-73.94337,Private room,60,7,2,1,0
21961462,56067189,Manhattan,Morningside Heights,40.80485,-73.96345,Entire home/apt,150,3,1,1,0
21962437,130149223,Brooklyn,Crown Heights,40.67163,-73.93399,Private room,31,30,7,1,302
21962864,25690203,Manhattan,Hell's Kitchen,40.76333,-73.98905,Private room,100,2,5,1,0
21963418,3368678,Manhattan,Midtown,40.75232,-73.9689,Entire home/apt,210,3,21,1,209
21963428,8243469,Bronx,Port Morris,40.80024,-73.91422,Private room,49,3,59,1,0
21963575,160343135,Brooklyn,Crown Heights,40.67307,-73.95236,Private room,30,3,2,1,0
21963723,58943675,Queens,Sunnyside,40.74508,-73.92198,Entire home/apt,140,3,4,1,0
21964400,14278133,Brooklyn,Williamsburg,40.71733,-73.95028,Private room,71,2,30,3,0
21964596,1020357,Brooklyn,Bushwick,40.69077,-73.9133,Entire home/apt,60,2,20,1,6
21964623,160353062,Brooklyn,Boerum Hill,40.6882,-73.98999,Entire home/apt,90,30,2,1,116
21965110,77084335,Brooklyn,Bushwick,40.69871,-73.9361,Private room,80,3,2,1,0
21965119,17271293,Brooklyn,Bedford-Stuyvesant,40.68104,-73.94031,Entire home/apt,60,2,38,1,0
21965717,8331436,Brooklyn,South Slope,40.66724,-73.99023,Private room,109,2,4,1,0
21965948,50577859,Brooklyn,Bushwick,40.70424,-73.9199,Private room,75,2,3,1,0
21966051,159091490,Brooklyn,Gowanus,40.67893,-73.98365,Private room,139,1,10,17,364
21966351,159091490,Brooklyn,Gowanus,40.6779,-73.98459,Private room,139,1,38,17,337
21966390,13284271,Brooklyn,Williamsburg,40.7134,-73.94833,Entire home/apt,350,2,14,1,353
21966418,160233319,Brooklyn,Flatlands,40.6197,-73.94426,Entire home/apt,86,2,0,1,0
21966432,160369263,Brooklyn,Windsor Terrace,40.65325,-73.97868,Entire home/apt,100,2,61,1,337
21966498,9640114,Brooklyn,Williamsburg,40.71171,-73.95491,Private room,120,2,2,1,0
21966592,159091490,Brooklyn,Gowanus,40.67727,-73.9838,Private room,139,1,46,17,342
21966757,135836462,Manhattan,Harlem,40.81532,-73.95359,Private room,150,3,0,1,89
21966758,3179146,Manhattan,East Harlem,40.79746,-73.93513,Entire home/apt,161,3,3,1,0
21966880,160374143,Manhattan,West Village,40.7349,-74.00618,Entire home/apt,245,2,42,1,141
21967332,55403309,Manhattan,Lower East Side,40.7209,-73.98909,Entire home/apt,350,5,0,2,0
21967336,1852207,Brooklyn,Prospect-Lefferts Gardens,40.65903,-73.96036,Entire home/apt,135,3,3,1,0
21967378,11713422,Manhattan,East Village,40.73025,-73.9861,Entire home/apt,349,5,0,2,0
21967523,160379705,Manhattan,Harlem,40.8041,-73.95261,Private room,35,2,7,1,0
21967562,160300400,Brooklyn,Bay Ridge,40.63014,-74.03126,Private room,79,4,27,2,176
21967654,81379480,Manhattan,Lower East Side,40.72317,-73.99084,Private room,80,14,0,1,0
21967751,72760017,Brooklyn,Williamsburg,40.70892,-73.96584,Entire home/apt,200,4,3,1,0
21967835,16840416,Brooklyn,Greenpoint,40.72379,-73.9416,Entire home/apt,225,2,1,1,0
21968568,123354518,Brooklyn,Bushwick,40.70075,-73.92422,Private room,50,4,0,2,0
21969058,16864813,Manhattan,East Harlem,40.80255,-73.94349,Entire home/apt,300,3,38,1,272
21970259,155125855,Manhattan,Midtown,40.74739,-73.98344,Private room,130,1,40,3,0
21970350,861330,Brooklyn,Williamsburg,40.70255,-73.94408,Private room,40,30,0,3,0
21970487,158298807,Brooklyn,Bedford-Stuyvesant,40.69355,-73.95197,Entire home/apt,90,2,42,1,52
21971593,146345538,Brooklyn,Bushwick,40.69475,-73.91507,Private room,50,30,1,5,361
21972082,39528519,Manhattan,Lower East Side,40.71172,-73.98665,Shared room,35,14,3,28,322
21972403,101970559,Brooklyn,Bushwick,40.69398,-73.90719,Private room,50,30,1,6,365
21972697,159811367,Brooklyn,Bedford-Stuyvesant,40.6926,-73.94076,Private room,50,30,4,10,364
21973631,3832479,Brooklyn,Crown Heights,40.67504,-73.93956,Private room,50,30,0,1,113
21973767,13242534,Manhattan,Chelsea,40.73936,-73.99753,Entire home/apt,250,7,6,1,0
21975315,2099205,Brooklyn,Williamsburg,40.71212,-73.94011,Entire home/apt,180,3,9,1,0
21975709,8837750,Manhattan,Greenwich Village,40.73539,-73.99547,Entire home/apt,485,5,45,1,203
21976874,3052833,Brooklyn,Williamsburg,40.71622,-73.94462,Entire home/apt,350,2,22,1,132
21977042,160457828,Brooklyn,Brighton Beach,40.57872,-73.96009,Entire home/apt,99,1,117,1,68
21977693,2863092,Manhattan,East Village,40.7253,-73.98861,Private room,85,7,0,1,0
21977987,16775193,Manhattan,SoHo,40.72224,-74.00356,Entire home/apt,150,14,1,1,0
21978019,7650212,Manhattan,Nolita,40.72224,-73.99438,Entire home/apt,300,5,7,1,0
21978281,151777787,Brooklyn,Brownsville,40.67528,-73.906,Private room,40,2,3,2,0
21978366,6441887,Brooklyn,Bedford-Stuyvesant,40.69131,-73.93387,Private room,60,1,9,2,0
21978558,21657795,Manhattan,Harlem,40.8029,-73.95576,Entire home/apt,100,3,1,1,0
21979050,144857346,Manhattan,Nolita,40.72389,-73.9954,Entire home/apt,275,2,1,3,0
21979387,160474324,Brooklyn,Bushwick,40.69267,-73.9218,Entire home/apt,70,5,1,1,0
21979566,45406877,Manhattan,Civic Center,40.71237,-74.00747,Entire home/apt,100,2,3,1,0
21979587,20214811,Brooklyn,Greenpoint,40.72672,-73.94715,Entire home/apt,66,3,3,1,0
21979890,27272337,Queens,Arverne,40.58793,-73.79268,Entire home/apt,250,4,40,1,183
21979898,17425841,Brooklyn,Williamsburg,40.71642,-73.96459,Entire home/apt,99,30,0,1,0
21980316,5191980,Brooklyn,Crown Heights,40.67728,-73.95676,Entire home/apt,200,2,0,1,0
21980711,75485224,Brooklyn,Williamsburg,40.72085,-73.95723,Entire home/apt,55,2,15,1,0
21981036,75664810,Manhattan,Gramercy,40.73878,-73.9839,Entire home/apt,100,2,4,1,0
21981313,44102819,Brooklyn,Greenpoint,40.72539,-73.95473,Entire home/apt,120,7,1,1,0
21981703,2066240,Brooklyn,Crown Heights,40.67405,-73.94419,Entire home/apt,12,3,0,1,0
21981789,100672521,Manhattan,Lower East Side,40.7128,-73.99045,Private room,88,1,44,3,73
21981845,158178970,Staten Island,Randall Manor,40.63108,-74.12512,Private room,27,1,21,3,287
21982096,33738190,Brooklyn,Sunset Park,40.66222,-73.99567,Private room,85,1,0,3,0
21982177,6587683,Manhattan,Gramercy,40.73716,-73.98835,Entire home/apt,150,2,21,1,1
21982223,44253752,Manhattan,Upper East Side,40.7745,-73.94844,Entire home/apt,150,8,0,1,0
21982333,160322636,Brooklyn,East New York,40.66379,-73.89127,Private room,50,2,43,1,172
21982534,58847382,Brooklyn,Williamsburg,40.71271,-73.94284,Entire home/apt,125,1,1,1,0
21982618,34320483,Manhattan,Harlem,40.8262,-73.95035,Private room,43,3,1,1,0
21982630,160503827,Brooklyn,Williamsburg,40.71157,-73.94308,Entire home/apt,90,3,7,1,0
21982707,17038671,Manhattan,West Village,40.73144,-74.00388,Entire home/apt,150,2,3,2,0
21982758,10763283,Brooklyn,Clinton Hill,40.68165,-73.96006,Entire home/apt,110,3,15,1,3
21982995,160507191,Queens,Astoria,40.76017,-73.90945,Entire home/apt,150,4,29,1,0
21983066,160507714,Brooklyn,Fort Greene,40.68286,-73.97134,Private room,80,1,1,1,0
21983105,156976885,Brooklyn,Greenpoint,40.72549,-73.94453,Entire home/apt,120,3,0,1,0
21983211,5625684,Manhattan,Hell's Kitchen,40.76535,-73.98765,Private room,130,12,2,1,31
21983275,33978706,Brooklyn,Bedford-Stuyvesant,40.69407,-73.94275,Entire home/apt,196,5,4,1,3
21983362,18495460,Brooklyn,Crown Heights,40.67288,-73.95444,Entire home/apt,115,30,4,3,292
21983547,12128527,Manhattan,Chelsea,40.75172,-73.99784,Entire home/apt,225,2,38,2,257
21983780,15220846,Manhattan,NoHo,40.72705,-73.9933,Entire home/apt,274,4,4,1,7
